     1.00        1.00    0.10000E-05    0.10000E-07    0.29082643E-02    0.34329831E-01
     1.00        1.00    0.10000E-05    0.10000E-07   -0.50997521E-02   -0.20507726E-01
     1.00        1.00    0.10000E-05    0.10000E-07   -0.27206525E-02   -0.19901482E-01
     1.00        1.00    0.10000E-05    0.10000E-07    0.17619021E-01    0.95982031E-01
     1.00        1.00    0.10000E-05    0.10000E-07   -0.21613981E-01   -0.48500947E-01
     1.00        1.00    0.10000E-05    0.10000E-07   -0.12190644E-01   -0.52966534E-01
     1.00        1.00    0.12023E-05    0.10000E-07    0.29082102E-02    0.34329838E-01
     1.00        1.00    0.12023E-05    0.10000E-07   -0.50998410E-02   -0.20507730E-01
     1.00        1.00    0.12023E-05    0.10000E-07   -0.27205563E-02   -0.19901486E-01
     1.00        1.00    0.12023E-05    0.10000E-07    0.17618971E-01    0.95982049E-01
     1.00        1.00    0.12023E-05    0.10000E-07   -0.21614074E-01   -0.48500955E-01
     1.00        1.00    0.12023E-05    0.10000E-07   -0.12190550E-01   -0.52966544E-01
     1.00        1.00    0.14454E-05    0.10000E-07    0.29081451E-02    0.34329846E-01
     1.00        1.00    0.14454E-05    0.10000E-07   -0.50999479E-02   -0.20507734E-01
     1.00        1.00    0.14454E-05    0.10000E-07   -0.27204406E-02   -0.19901490E-01
     1.00        1.00    0.14454E-05    0.10000E-07    0.17618911E-01    0.95982071E-01
     1.00        1.00    0.14454E-05    0.10000E-07   -0.21614186E-01   -0.48500964E-01
     1.00        1.00    0.14454E-05    0.10000E-07   -0.12190437E-01   -0.52966555E-01
     1.00        1.00    0.17378E-05    0.10000E-07    0.29080669E-02    0.34329856E-01
     1.00        1.00    0.17378E-05    0.10000E-07   -0.51000765E-02   -0.20507739E-01
     1.00        1.00    0.17378E-05    0.10000E-07   -0.27203015E-02   -0.19901496E-01
     1.00        1.00    0.17378E-05    0.10000E-07    0.17618838E-01    0.95982097E-01
     1.00        1.00    0.17378E-05    0.10000E-07   -0.21614320E-01   -0.48500975E-01
     1.00        1.00    0.17378E-05    0.10000E-07   -0.12190301E-01   -0.52966569E-01
     1.00        1.00    0.20893E-05    0.10000E-07    0.29079729E-02    0.34329868E-01
     1.00        1.00    0.20893E-05    0.10000E-07   -0.51002310E-02   -0.20507746E-01
     1.00        1.00    0.20893E-05    0.10000E-07   -0.27201342E-02   -0.19901502E-01
     1.00        1.00    0.20893E-05    0.10000E-07    0.17618752E-01    0.95982128E-01
     1.00        1.00    0.20893E-05    0.10000E-07   -0.21614481E-01   -0.48500988E-01
     1.00        1.00    0.20893E-05    0.10000E-07   -0.12190138E-01   -0.52966586E-01
     1.00        1.00    0.25119E-05    0.10000E-07    0.29078598E-02    0.34329882E-01
     1.00        1.00    0.25119E-05    0.10000E-07   -0.51004168E-02   -0.20507754E-01
