    59.72        1.00    0.59948E-04    0.10000E-07   -0.97748654E-04   -0.12845451E-02
    59.72        1.00    0.65793E-04    0.10000E-07   -0.10028187E-03   -0.12845524E-02
    59.72        1.00    0.72208E-04    0.10000E-07   -0.10306205E-03   -0.12845605E-02
    59.72        1.00    0.79248E-04    0.10000E-07   -0.10611327E-03   -0.12845693E-02
    59.72        1.00    0.86975E-04    0.10000E-07   -0.10946197E-03   -0.12845791E-02
    59.72        1.00    0.95455E-04    0.10000E-07   -0.11313712E-03   -0.12845897E-02
    59.72        1.00    0.10476E-03    0.10000E-07   -0.11717056E-03   -0.12846014E-02
    59.72        1.00    0.11498E-03    0.10000E-07   -0.12159722E-03   -0.12846143E-02
    59.72        1.00    0.12619E-03    0.10000E-07   -0.12645541E-03   -0.12846284E-02
    59.72        1.00    0.13849E-03    0.10000E-07   -0.13178722E-03   -0.12846438E-02
    59.72        1.00    0.15199E-03    0.10000E-07   -0.13763879E-03   -0.12846608E-02
    59.72        1.00    0.16681E-03    0.10000E-07   -0.14406079E-03   -0.12846794E-02
    59.72        1.00    0.18307E-03    0.10000E-07   -0.15110881E-03   -0.12846999E-02
    59.72        1.00    0.20092E-03    0.10000E-07   -0.15884388E-03   -0.12847223E-02
    59.72        1.00    0.22051E-03    0.10000E-07   -0.16733295E-03   -0.12847469E-02
    59.72        1.00    0.24201E-03    0.10000E-07   -0.17664951E-03   -0.12847740E-02
    59.72        1.00    0.26561E-03    0.10000E-07   -0.18687418E-03   -0.12848036E-02
    59.72        1.00    0.29151E-03    0.10000E-07   -0.19809547E-03   -0.12848362E-02
    59.72        1.00    0.31993E-03    0.10000E-07   -0.21041049E-03   -0.12848719E-02
    59.72        1.00    0.35112E-03    0.10000E-07   -0.22392581E-03   -0.12849111E-02
    59.72        1.00    0.38535E-03    0.10000E-07   -0.23875836E-03   -0.12849542E-02
    59.72        1.00    0.42292E-03    0.10000E-07   -0.25503649E-03   -0.12850014E-02
    59.72        1.00    0.46416E-03    0.10000E-07   -0.27290101E-03   -0.12850532E-02
    59.72        1.00    0.50941E-03    0.10000E-07   -0.29250646E-03   -0.12851101E-02
    59.72        1.00    0.55908E-03    0.10000E-07   -0.31402239E-03   -0.12851725E-02
    59.72        1.00    0.61359E-03    0.10000E-07   -0.33763486E-03   -0.12852410E-02
    59.72        1.00    0.67342E-03    0.10000E-07   -0.36354804E-03   -0.12853162E-02
    59.72        1.00    0.73907E-03    0.10000E-07   -0.39198595E-03   -0.12853988E-02
    59.72        1.00    0.81113E-03    0.10000E-07   -0.42319436E-03   -0.12854893E-02
    59.72        1.00    0.89022E-03    0.10000E-07   -0.45744297E-03   -0.12855887E-02
    59.72        1.00    0.97701E-03    0.10000E-07   -0.49502767E-03   -0.12856978E-02
    59.72        1.00    0.10723E-02    0.10000E-07   -0.53627307E-03   -0.12858175E-02
    59.72        1.00    0.11768E-02    0.10000E-07   -0.58153533E-03   -0.12859488E-02
    59.72        1.00    0.12915E-02    0.10000E-07   -0.63120516E-03   -0.12860930E-02
    59.72        1.00    0.14175E-02    0.10000E-07   -0.68571118E-03   -0.12862512E-02
    59.72        1.00    0.15557E-02    0.10000E-07   -0.74552358E-03   -0.12864248E-02
    59.72        1.00    0.17074E-02    0.10000E-07   -0.81115812E-03   -0.12866154E-02
    59.72        1.00    0.18738E-02    0.10000E-07   -0.88318049E-03   -0.12868245E-02
    59.72        1.00    0.20565E-02    0.10000E-07   -0.96221117E-03   -0.12870539E-02
    59.72        1.00    0.22570E-02    0.10000E-07   -0.10489307E-02   -0.12873057E-02
    59.72        1.00    0.24771E-02    0.10000E-07   -0.11440852E-02   -0.12875820E-02
    59.72        1.00    0.27186E-02    0.10000E-07   -0.12484931E-02   -0.12878853E-02
    59.72        1.00    0.29836E-02    0.10000E-07   -0.13630517E-02   -0.12882180E-02
    59.72        1.00    0.32745E-02    0.10000E-07   -0.14887447E-02   -0.12885831E-02
    59.72        1.00    0.35938E-02    0.10000E-07   -0.16266507E-02   -0.12889838E-02
    59.72        1.00    0.39442E-02    0.10000E-07   -0.17779517E-02   -0.12894235E-02
    59.72        1.00    0.43288E-02    0.10000E-07   -0.19439436E-02   -0.12899059E-02
    59.72        1.00    0.47508E-02    0.10000E-07   -0.21260461E-02   -0.12904352E-02
    59.72        1.00    0.52140E-02    0.10000E-07   -0.23258152E-02   -0.12910160E-02
    59.72        1.00    0.57224E-02    0.10000E-07   -0.25449554E-02   -0.12916533E-02
    59.72        1.00    0.62803E-02    0.10000E-07   -0.27853336E-02   -0.12923525E-02
    59.72        1.00    0.68926E-02    0.10000E-07   -0.30489946E-02   -0.12931197E-02
    59.72        1.00    0.75646E-02    0.10000E-07   -0.33381772E-02   -0.12939613E-02
    59.72        1.00    0.83022E-02    0.10000E-07   -0.36553320E-02   -0.12948847E-02
    59.72        1.00    0.91116E-02    0.10000E-07   -0.40031411E-02   -0.12958976E-02
    59.72        1.00    0.10000E-01    0.10000E-07   -0.43845388E-02   -0.12970088E-02
