x[m]	y[m]	Date	Time	Cond.1[mS/m]	Inph.1[ppt]	Error1[%]	Cond.2[mS/m]	Inph.2[ppt]	Error2[%]	Cond.3[mS/m]	Inph.3[ppt]	Error3[%]	Inv.Cond.1[mS/m]	Inv.Cond.2[mS/m]	Inv.Thick [m]	Inv.RMS[%]	Note
-1.0	0.0	02/27/2024	10:12:03.53	2.13	2.35	2.9	11.34	2.92	1.3	11.67	3.17	1.1	-1.00	-1.00	-1.0	-1.0
0.0	15.0	02/27/2024	10:13:17.14	-4.30	1.10	1.7	9.80	1.35	1.5	11.12	1.81	2.6	-1.00	-1.00	-1.0	-1.0
0.0	20.0	02/27/2024	10:13:47.74	-5.80	0.78	0.4	10.17	1.66	0.4	11.26	2.26	1.4	-1.00	-1.00	-1.0	-1.0
0.0	25.0	02/27/2024	10:14:05.79	-5.69	0.81	4.2	10.49	2.00	5.0	11.50	2.64	7.3	-1.00	-1.00	-1.0	-1.0
0.0	30.0	02/27/2024	10:14:20.48	-5.00	0.93	0.1	10.86	2.23	0.0	11.81	2.84	0.2	-1.00	-1.00	-1.0	-1.0
0.0	35.0	02/27/2024	10:14:33.81	-2.75	1.38	1.7	11.02	2.38	1.2	11.81	2.96	0.4	-1.00	-1.00	-1.0	-1.0
0.0	40.0	02/27/2024	10:14:46.73	0.59	2.01	22.1	11.32	2.48	3.1	12.43	3.13	3.3	-1.00	-1.00	-1.0	-1.0
0.0	45.0	02/27/2024	10:14:58.85	2.55	2.42	2.3	11.04	2.45	1.0	11.89	3.10	1.7	0.60	21.38	0.8	27.0
0.0	50.0	02/27/2024	10:15:12.87	2.50	2.46	12.7	10.30	2.38	7.1	10.93	3.03	6.9	0.55	19.66	0.8	27.0
-1.0	55.0	02/27/2024	10:15:45.67	2.23	2.34	4.6	11.50	2.93	2.4	11.80	3.24	2.4	-1.00	-1.00	-1.0	-1.0
0.0	55.0	02/27/2024	10:16:35.98	2.43	2.42	7.4	10.50	2.26	4.4	11.55	3.19	1.8	0.58	20.78	0.8	27.1
0.0	60.0	02/27/2024	10:16:49.00	2.47	2.38	1.0	10.77	1.96	0.5	11.92	3.10	1.7	0.60	21.44	0.8	27.2
0.0	65.0	02/27/2024	10:17:01.43	2.38	2.36	1.5	10.42	1.62	0.9	12.02	3.11	0.6	0.60	21.62	0.8	29.4
0.0	70.0	02/27/2024	10:17:13.60	2.38	2.35	1.0	10.02	1.25	0.8	12.16	3.13	0.0	0.10	20.85	0.8	26.0
0.0	75.0	02/27/2024	10:17:26.29	2.10	2.34	0.0	9.55	1.27	0.0	11.19	3.10	0.8	-1.00	-1.00	-1.0	-1.0
0.0	80.0	02/27/2024	10:17:38.64	2.32	2.34	2.9	10.54	1.90	0.3	12.13	3.11	0.6	-1.00	-1.00	-1.0	-1.0
0.0	85.0	02/27/2024	10:17:51.86	2.30	2.34	2.4	11.28	2.58	1.1	12.04	3.11	1.8	-1.00	-1.00	-1.0	-1.0
0.0	90.0	02/27/2024	10:18:05.80	2.24	2.34	1.4	11.42	2.89	0.8	11.67	3.09	0.4	-1.00	-1.00	-1.0	-1.0
0.0	95.0	02/27/2024	10:18:19.28	2.15	2.34	2.3	11.30	2.97	1.1	11.69	3.09	1.5	-1.00	-1.00	-1.0	-1.0
-1.0	100.0	02/27/2024	10:18:52.14	2.29	2.34	3.3	11.38	2.91	1.3	12.30	3.15	0.2	-1.00	-1.00	-1.0	-1.0
0.0	100.0	02/27/2024	10:19:50.21	2.18	2.34	0.7	11.42	2.94	0.3	11.69	2.91	1.0	-1.00	-1.00	-1.0	-1.0
-1.0	100.0	02/27/2024	10:20:50.10	2.28	2.33	3.0	11.59	2.89	2.8	12.30	3.16	5.9	-1.00	-1.00	-1.0	-1.0
