X_int_1	Y_int_1	Cond.1[mS/m]	Inph.1[ppt]	X_int_2	Y_int_2	Cond.2[mS/m]	Inph.2[ppt]	X_int_3	Y_int_3	Cond.3[mS/m]	Inph.3[ppt]	Num fich	b et p	Base	Profil
397648.0789	5315666.4809	10.54	0.0	397647.8931	5315666.4219	13.77	-0.12	397647.6691	5315666.3508	18.05	-0.09	2	73	0	69
397648.8003	5315666.6948	8.61	-0.01	397648.6133	5315666.6398	12.13	-0.12	397648.3879	5315666.5735	16.73	-0.09	2	73	0	69
397649.2319	5315666.7966	8.19	0.0	397649.0437	5315666.7456	10.17	-0.14	397648.8169	5315666.6841	15.92	-0.06	2	73	0	69
397649.6635	5315666.9136	9.36	0.0	397649.4753	5315666.8626	11.64	-0.15	397649.2484	5315666.8011	17.08	-0.06	2	73	0	69
397650.0951	5315667.0436	7.41	-0.01	397649.9079	5315666.9891	11.06	-0.12	397649.6823	5315666.9235	16.56	-0.1	2	73	0	69
397650.7434	5315667.2582	7.76	0.02	397650.5572	5315667.2003	9.86	-0.15	397650.3328	5315667.1306	15.78	-0.09	2	73	0	69
397651.3917	5315667.4615	10.02	-0.01	397651.2056	5315667.4032	12.24	-0.21	397650.9814	5315667.3329	17.48	-0.1	2	73	0	69
397651.8207	5315667.5988	7.15	-0.03	397651.6348	5315667.54	12.1	-0.15	397651.4107	5315667.4692	17.11	-0.13	2	73	0	69
397652.2497	5315667.7344	8.08	-0.01	397652.0638	5315667.6757	10.97	-0.22	397651.8397	5315667.6048	16.54	-0.11	2	73	0	69
397652.6788	5315667.8701	11.21	-0.01	397652.4928	5315667.8113	12.17	-0.3	397652.2688	5315667.7405	17.53	-0.11	2	73	0	69
397651.7794	5315666.8979	4.34	-0.01	397651.9562	5315666.9801	8.5	-0.12	397652.1693	5315667.0793	14.95	-0.07	2	74	0	70
397650.8609	5315666.4699	8.75	0.02	397651.0376	5315666.5523	11.59	-0.12	397651.2506	5315666.6516	16.8	-0.1	2	74	0	70
397650.4384	5315666.2725	7.5	0.0	397650.6151	5315666.355	11.04	-0.12	397650.8281	5315666.4543	16.57	-0.1	2	74	0	70
397650.0158	5315666.0754	6.91	0.0	397650.1926	5315666.1578	9.79	-0.14	397650.4055	5315666.2572	15.78	-0.07	2	74	0	70
397649.5912	5315665.8945	8.94	0.0	397649.7698	5315665.9728	11.69	-0.12	397649.9849	5315666.0672	17.27	-0.08	2	74	0	70
397648.9033	5315665.6286	8.27	0.0	397649.0836	5315665.7028	11.1	-0.11	397649.301	5315665.7922	16.69	-0.09	2	74	0	70
397648.2176	5315665.3449	8.8	0.0	397648.3978	5315665.4195	11.25	-0.12	397648.6149	5315665.5094	16.61	-0.07	2	74	0	70
397647.7614	5315665.1533	9.75	0.0	397647.9414	5315665.2283	13.02	-0.14	397648.1584	5315665.3186	17.88	-0.08	2	74	0	70
397647.305	5315664.9633	7.09	-0.02	397647.4851	5315665.0382	12.23	-0.12	397647.702	5315665.1286	17.81	-0.08	2	74	0	70
397646.8466	5315664.8164	7.72	-0.01	397647.0305	5315664.8801	11.89	-0.12	397647.2522	5315664.9569	17.45	-0.06	2	74	0	70
397646.1076	5315664.6536	10.57	0.0	397646.2954	5315664.7061	14.26	-0.12	397646.5217	5315664.7693	18.76	-0.08	2	74	0	70
397645.3715	5315664.469	8.77	-0.02	397645.5607	5315664.5157	13.15	-0.12	397645.7887	5315664.5721	18.03	-0.09	2	74	0	70
397644.8899	5315664.3865	8.28	0.0	397645.0805	5315664.4275	11.44	-0.14	397645.3103	5315664.477	17.2	-0.08	2	74	0	70
397644.4074	5315664.2826	10.47	0.0	397644.598	5315664.3236	13.71	-0.15	397644.8277	5315664.3731	18.57	-0.07	2	74	0	70
397643.9248	5315664.1273	7.73	-0.03	397644.1114	5315664.1819	13.25	-0.12	397644.3364	5315664.2477	18.15	-0.1	2	74	0	70
397643.2072	5315663.8082	8.95	0.0	397643.3899	5315663.8764	12.01	-0.14	397643.6101	5315663.9585	17.61	-0.07	2	74	0	70
397642.4917	5315663.5213	11.83	-0.01	397642.6724	5315663.5944	15.2	-0.15	397642.8902	5315663.6825	19.34	-0.09	2	74	0	70
397642.0125	5315663.2925	9.74	-0.01	397642.1913	5315663.3704	14.32	-0.14	397642.4067	5315663.4644	19.07	-0.11	2	74	0	70
397641.5315	5315663.0827	9.41	0.0	397641.7102	5315663.1606	13.31	-0.12	397641.9256	5315663.2546	18.98	-0.08	2	74	0	70
397641.0503	5315662.8743	11.86	0.0	397641.2292	5315662.9519	16.05	-0.15	397641.4448	5315663.0454	20.65	-0.1	2	74	0	70
397640.3295	5315662.5648	9.89	-0.02	397640.5085	5315662.642	15.7	-0.15	397640.7243	5315662.7351	20.71	-0.13	2	74	0	70
397639.6102	5315662.2435	10.17	0.0	397639.7881	5315662.3234	14.98	-0.12	397640.0024	5315662.4196	19.94	-0.09	2	74	0	70
397639.1551	5315662.0199	12.32	-0.01	397639.3318	5315662.1024	16.36	-0.16	397639.5448	5315662.2019	20.82	-0.1	2	74	0	70
397638.6986	5315661.8068	11.3	-0.01	397638.8753	5315661.8893	16.31	-0.14	397639.0883	5315661.9887	20.85	-0.12	2	74	0	70
397638.2418	5315661.5959	10.65	0.0	397638.4188	5315661.6778	15.83	-0.12	397638.632	5315661.7766	20.83	-0.1	2	74	0	70
397637.5317	5315661.2724	10.77	0.0	397637.7089	5315661.3537	15.74	-0.14	397637.9225	5315661.4518	21.16	-0.1	2	74	0	70
397636.8184	5315660.9863	10.27	0.0	397636.9996	5315661.0574	16.05	-0.15	397637.218	5315661.1432	21.37	-0.11	2	74	0	70
397636.3037	5315660.8578	12.09	-0.01	397636.4889	5315660.9188	17.77	-0.16	397636.7121	5315660.9922	22.25	-0.09	2	74	0	70
397635.7925	5315660.6897	10.43	-0.01	397635.9777	5315660.7506	16.24	-0.15	397636.2009	5315660.824	21.93	-0.1	2	74	0	70
397635.2811	5315660.5379	9.64	0.0	397635.4677	5315660.5945	15.46	-0.14	397635.6925	5315660.6627	21.29	-0.09	2	74	0	70
397634.5156	5315660.3412	12.13	-0.01	397634.7034	5315660.3935	17.97	-0.16	397634.9298	5315660.4565	22.56	-0.1	2	74	0	70
397633.7502	5315660.1173	10.73	-0.01	397633.9372	5315660.1724	17.07	-0.16	397634.1626	5315660.2389	22.19	-0.12	2	74	0	70
397633.2628	5315659.9546	11.25	-0.01	397633.449	5315660.0126	17.01	-0.16	397633.6734	5315660.0825	22.4	-0.11	2	74	0	70
397632.7755	5315659.8027	12.63	-0.01	397632.9616	5315659.8607	19.78	-0.16	397633.186	5315659.9306	24.43	-0.12	2	74	0	70
397632.2883	5315659.6422	12.55	-0.02	397632.4738	5315659.7024	19.84	-0.16	397632.6972	5315659.7751	24.39	-0.13	2	74	0	70
397631.5368	5315659.3788	12.0	-0.01	397631.7215	5315659.4414	18.24	-0.16	397631.9441	5315659.5168	23.53	-0.11	2	74	0	70
397630.7851	5315659.124	13.97	-0.02	397630.9698	5315659.1866	21.78	-0.18	397631.1923	5315659.262	25.93	-0.14	2	74	0	70
397630.2766	5315658.9513	11.6	0.0	397630.4613	5315659.0139	19.47	-0.16	397630.6838	5315659.0894	25.04	-0.15	2	74	0	70
397629.7682	5315658.7787	11.74	0.0	397629.9528	5315658.8414	18.81	-0.19	397630.1754	5315658.9169	24.25	-0.14	2	74	0	70
397629.2602	5315658.5972	15.29	-0.05	397629.444	5315658.6622	21.32	-0.26	397629.6656	5315658.7405	25.48	-0.14	2	74	0	70
397628.5249	5315658.3175	8.52	-0.07	397628.7079	5315658.3848	19.43	-0.19	397628.9285	5315658.466	24.98	-0.2	2	74	0	70
397627.7897	5315658.0398	11.07	0.0	397627.972	5315658.1089	18.51	-0.19	397628.1917	5315658.1922	24.12	-0.14	2	74	0	70
397627.3232	5315657.8502	12.57	-0.02	397627.5049	5315657.9212	19.46	-0.22	397627.7238	5315658.0067	24.6	-0.16	2	74	0	70
397626.8562	5315657.6678	10.92	-0.03	397627.0379	5315657.7387	19.53	-0.22	397627.2568	5315657.8243	24.7	-0.21	2	74	0	70
397626.3887	5315657.4925	12.39	-0.01	397626.571	5315657.5616	20.03	-0.22	397626.7908	5315657.6449	25.12	-0.15	2	74	0	70
397625.6505	5315657.2286	11.57	-0.01	397625.8336	5315657.2959	18.48	-0.18	397626.0542	5315657.3769	24.37	-0.14	2	74	0	70
397624.9122	5315656.9736	11.67	-0.01	397625.0967	5315657.0367	19.9	-0.21	397625.319	5315657.1127	25.15	-0.17	2	74	0	70
397624.4168	5315656.8327	13.46	-0.02	397624.6027	5315656.8917	22.03	-0.21	397624.8267	5315656.9627	26.49	-0.16	2	74	0	70
397623.9221	5315656.6759	12.66	-0.02	397624.108	5315656.7348	21.17	-0.21	397624.332	5315656.8058	26.11	-0.17	2	74	0	70
397623.4275	5315656.5133	13.12	-0.02	397623.6129	5315656.5738	21.26	-0.22	397623.8363	5315656.6466	26.13	-0.16	2	74	0	70
397622.6514	5315656.2476	13.72	-0.02	397622.8363	5315656.3095	23.15	-0.19	397623.0591	5315656.3842	27.86	-0.17	2	74	0	70
397621.8751	5315656.0129	12.56	-0.01	397622.0619	5315656.0682	22.06	-0.19	397622.2872	5315656.1348	27.42	-0.19	2	74	0	70
397621.3792	5315655.9108	12.72	-0.02	397621.568	5315655.9594	21.24	-0.22	397621.7956	5315656.0179	26.31	-0.15	2	74	0	70
397620.8833	5315655.7834	15.48	-0.05	397621.0721	5315655.8319	24.45	-0.26	397621.2997	5315655.8904	28.61	-0.16	2	74	0	70
397620.3873	5315655.6381	13.14	-0.02	397620.5748	5315655.6914	23.47	-0.21	397620.8008	5315655.7555	28.61	-0.2	2	74	0	70
397619.6297	5315655.3844	12.71	-0.01	397619.8159	5315655.4424	21.64	-0.24	397620.0403	5315655.5123	27.53	-0.15	2	74	0	70
397618.8725	5315655.1444	15.01	-0.03	397619.0583	5315655.2035	23.98	-0.23	397619.2823	5315655.2747	28.36	-0.15	2	74	0	70
397618.3784	5315654.98	13.07	-0.05	397618.5639	5315655.0401	24.77	-0.25	397618.7875	5315655.1126	29.2	-0.21	2	74	0	70
397617.8843	5315654.8197	13.97	-0.01	397618.0698	5315654.8799	24.77	-0.18	397618.2933	5315654.9524	29.7	-0.14	2	74	0	70
397617.3908	5315654.6458	14.51	-0.02	397617.5751	5315654.7095	24.54	-0.19	397617.7971	5315654.7863	29.14	-0.14	2	74	0	70
397616.6467	5315654.3584	13.94	-0.03	397616.8297	5315654.4256	25.24	-0.24	397617.0503	5315654.5067	29.6	-0.2	2	74	0	70
397615.9046	5315654.0592	13.86	-0.02	397616.0849	5315654.133	24.93	-0.19	397616.3023	5315654.2219	29.63	-0.13	2	74	0	70
397615.4459	5315653.8255	14.24	-0.02	397615.6236	5315653.9058	24.56	-0.19	397615.8378	5315654.0025	29.15	-0.13	2	74	0	70
397614.9847	5315653.6172	13.77	-0.03	397615.1624	5315653.6975	24.68	-0.21	397615.3766	5315653.7942	29.27	-0.15	2	74	0	70
397614.5211	5315653.4304	14.82	-0.01	397614.7011	5315653.5051	25.98	-0.17	397614.918	5315653.5952	30.16	-0.13	2	74	0	70
397613.815	5315653.1844	13.76	0.0	397613.9973	5315653.2536	24.21	-0.16	397614.217	5315653.3371	29.3	-0.13	2	74	0	70
397613.1104	5315652.9576	13.42	0.0	397613.2961	5315653.0162	23.63	-0.17	397613.5198	5315653.0868	28.56	-0.13	2	74	0	70
397612.6211	5315652.8744	15.46	-0.01	397612.8102	5315652.9223	25.69	-0.19	397613.038	5315652.9801	30.05	-0.1	2	74	0	70
397612.1327	5315652.7506	13.31	-0.02	397612.3217	5315652.7985	24.78	-0.18	397612.5495	5315652.8563	30.02	-0.15	2	74	0	70
397611.6442	5315652.5993	12.71	-0.01	397611.8311	5315652.6545	23.36	-0.21	397612.0563	5315652.7209	29.42	-0.11	2	74	0	70
397610.9135	5315652.3249	14.1	0.0	397611.0982	5315652.3873	25.98	-0.18	397611.3208	5315652.4626	31.35	-0.12	2	74	0	70
397610.1827	5315652.0769	13.69	-0.01	397610.3673	5315652.1396	25.72	-0.17	397610.5899	5315652.2152	30.7	-0.13	2	74	0	70
397609.71	5315651.9143	14.39	-0.01	397609.8946	5315651.9773	24.9	-0.16	397610.1169	5315652.0532	29.86	-0.11	2	74	0	70
397609.2373	5315651.7528	15.77	-0.01	397609.4218	5315651.8159	26.98	-0.19	397609.6442	5315651.8918	31.5	-0.1	2	74	0	70
397608.766	5315651.5713	12.09	-0.05	397608.9486	5315651.6395	25.81	-0.22	397609.1686	5315651.7217	30.98	-0.19	2	74	0	70
397608.0481	5315651.2589	12.27	-0.01	397608.2287	5315651.3323	23.55	-0.16	397608.4465	5315651.4208	29.35	-0.09	2	74	0	70
397607.3304	5315650.9529	15.68	-0.01	397607.5095	5315651.0298	26.22	-0.19	397607.7254	5315651.1225	30.62	-0.09	2	74	0	70
397606.8744	5315650.7323	13.03	-0.05	397607.0521	5315650.8127	26.09	-0.21	397607.2662	5315650.9095	31.09	-0.16	2	74	0	70
397606.4169	5315650.5253	12.35	0.0	397606.5945	5315650.6057	23.5	-0.16	397606.8087	5315650.7026	29.62	-0.09	2	74	0	70
397605.9582	5315650.3271	14.18	0.0	397606.1368	5315650.4053	24.83	-0.14	397606.3521	5315650.4994	30.07	-0.08	2	74	0	70
397605.2828	5315650.051	13.47	0.0	397605.4625	5315650.1269	24.71	-0.16	397605.6789	5315650.2184	30.25	-0.12	2	74	0	70
397604.6063	5315649.8012	13.74	0.0	397604.7893	5315649.868	25.24	-0.17	397605.0098	5315649.9485	30.58	-0.08	2	74	0	70
397604.1671	5315649.7012	14.41	-0.02	397604.3533	5315649.7589	25.53	-0.16	397604.5778	5315649.8284	30.9	-0.08	2	74	0	70
397603.7301	5315649.566	11.89	-0.01	397603.9163	5315649.6236	24.32	-0.17	397604.1408	5315649.6931	30.84	-0.11	2	74	0	70
397603.2932	5315649.4237	9.15	0.04	397603.4789	5315649.4832	18.14	-0.06	397603.7027	5315649.5549	26.31	-0.04	2	74	0	70
397602.5993	5315649.1869	10.68	0.02	397602.7844	5315649.2482	21.64	-0.15	397603.0074	5315649.3221	28.41	-0.1	2	74	0	70
397601.906	5315648.941	12.82	-0.03	397602.0896	5315649.0065	24.05	-0.19	397602.3109	5315649.0853	29.56	-0.1	2	74	0	70
397601.4509	5315648.7509	14.81	0.0	397601.6331	5315648.8205	25.9	-0.16	397601.8526	5315648.9044	30.32	-0.07	2	74	0	70
397600.9949	5315648.5768	12.9	0.02	397601.1771	5315648.6464	23.29	-0.14	397601.3966	5315648.7302	28.84	-0.08	2	74	0	70
397600.5378	5315648.43	12.3	-0.01	397600.7224	5315648.4925	22.74	-0.17	397600.9448	5315648.5677	28.63	-0.1	2	74	0	70
397599.8068	5315648.2417	14.59	0.0	397599.9938	5315648.297	25.56	-0.17	397600.2192	5315648.3636	30.45	-0.08	2	74	0	70
397599.078	5315648.0541	11.44	0.0	397599.2669	5315648.1019	22.33	-0.16	397599.4945	5315648.1594	28.52	-0.12	2	74	0	70
397598.6313	5315647.9878	10.46	-0.03	397598.8221	5315648.0281	20.51	-0.18	397599.052	5315648.0766	27.13	-0.1	2	74	0	70
397598.1835	5315647.8934	14.29	0.0	397598.3743	5315647.9336	24.17	-0.22	397598.6043	5315647.9821	29.52	-0.12	2	74	0	70
397597.7347	5315647.7685	11.24	-0.05	397597.9234	5315647.8169	23.82	-0.24	397598.1508	5315647.8752	28.76	-0.17	2	74	0	70
397597.058	5315647.5335	12.38	-0.01	397597.2446	5315647.59	21.01	-0.14	397597.4695	5315647.6581	27.12	-0.09	2	74	0	70
397596.3836	5315647.3011	14.9	0.0	397596.5678	5315647.3648	25.19	-0.17	397596.7896	5315647.4417	29.73	-0.1	2	74	0	70
397595.9525	5315647.1039	9.01	-0.08	397596.1341	5315647.175	22.52	-0.28	397596.3529	5315647.2606	28.86	-0.24	2	74	0	70
397595.52	5315646.9347	11.0	-0.05	397595.7016	5315647.0058	21.92	-0.22	397595.9204	5315647.0914	28.1	-0.11	2	74	0	70
397595.0949	5315646.7181	15.63	0.0	397595.2708	5315646.8011	24.52	-0.31	397595.4829	5315646.9011	30.27	-0.1	2	74	0	70
397594.5166	5315646.3445	9.44	-0.07	397594.687	5315646.4394	23.66	-0.16	397594.8923	5315646.5538	28.96	-0.15	2	74	0	70
397593.923	5315646.0752	11.11	0.0	397594.0998	5315646.1557	21.42	-0.15	397594.313	5315646.2527	26.92	-0.09	2	74	0	70
397593.4853	5315645.9772	14.73	0.0	397593.6687	5315646.0433	24.45	-0.18	397593.8898	5315646.123	28.84	-0.1	2	74	0	70
397593.0557	5315645.8223	10.46	-0.02	397593.2391	5315645.8884	23.01	-0.16	397593.4602	5315645.9681	28.27	-0.12	2	74	0	70
397592.6254	5315645.6859	11.26	0.02	397592.8105	5315645.7472	21.04	-0.14	397593.0335	5315645.8211	26.15	-0.07	2	74	0	70
397592.0024	5315645.5159	15.41	-0.01	397592.1891	5315645.5724	23.95	-0.18	397592.414	5315645.6405	26.58	-0.08	2	74	0	70
397591.3826	5315645.2878	12.69	-0.02	397591.5654	5315645.3546	21.73	-0.14	397591.7858	5315645.435	25.85	-0.09	2	74	0	70
397590.9893	5315645.0777	12.63	0.0	397591.1684	5315645.1548	20.29	-0.14	397591.3843	5315645.2477	25.93	-0.08	2	74	0	70
397590.5935	5315644.9074	13.73	0.0	397590.7726	5315644.9844	23.23	-0.14	397590.9884	5315645.0773	27.68	-0.1	2	74	0	70
397590.1956	5315644.7992	12.96	0.02	397590.3801	5315644.8601	22.14	-0.12	397590.6024	5315644.9333	26.99	-0.11	2	74	0	70
397589.5071	5315644.7004	11.81	0.03	397589.6969	5315644.7449	19.91	-0.16	397589.9257	5315644.7986	26.02	-0.1	2	74	0	70
397588.8201	5315644.5217	15.18	-0.02	397589.0087	5315644.5709	25.27	-0.21	397589.236	5315644.6303	29.05	-0.13	2	74	0	70
397588.3879	5315644.38	12.87	-0.01	397588.5753	5315644.4339	24.21	-0.17	397588.8011	5315644.4989	28.84	-0.14	2	74	0	70
397587.9562	5315644.2559	12.51	0.0	397588.1436	5315644.3098	22.11	-0.17	397588.3695	5315644.3747	27.52	-0.11	2	74	0	70
397587.5246	5315644.1318	16.68	-0.01	397587.712	5315644.1857	27.62	-0.17	397587.9379	5315644.2506	30.46	-0.11	2	74	0	70
397586.2297	5315643.7594	14.96	-0.02	397586.4171	5315643.8133	26.35	-0.19	397586.643	5315643.8782	29.01	-0.13	2	74	0	70
397587.1594	5315643.0414	9.78	0.0	397586.9781	5315642.9698	21.2	-0.11	397586.7595	5315642.8834	28.22	-0.08	2	75	0	71
397587.6647	5315643.2647	7.92	0.03	397587.4859	5315643.1873	15.73	-0.08	397587.2703	5315643.0941	24.59	-0.06	2	75	0	71
397588.1268	5315643.5063	5.59	0.05	397587.9504	5315643.4232	10.4	-0.04	397587.7379	5315643.323	20.8	-0.03	2	75	0	71
397588.5958	5315643.6772	10.7	0.03	397588.4146	5315643.6065	20.88	-0.18	397588.1962	5315643.5212	27.6	-0.1	2	75	0	71
397589.1867	5315643.8132	12.71	-0.02	397589.0007	5315643.7549	22.47	-0.18	397588.7765	5315643.6845	26.59	-0.09	2	75	0	71
397589.7694	5315643.9371	10.27	-0.05	397589.5798	5315643.8949	21.71	-0.18	397589.3512	5315643.8441	25.84	-0.13	2	75	0	71
397590.2033	5315643.9355	13.62	0.0	397590.01	5315643.9096	22.95	-0.16	397589.7771	5315643.8783	27.37	-0.1	2	75	0	71
397590.6412	5315643.9942	14.15	-0.01	397590.4479	5315643.9683	23.04	-0.19	397590.215	5315643.9371	27.25	-0.09	2	75	0	71
397591.0795	5315644.055	13.98	-0.02	397590.8863	5315644.0285	22.97	-0.21	397590.6534	5315643.9966	26.59	-0.1	2	75	0	71
397591.7075	5315644.1449	14.81	-0.01	397591.5144	5315644.1179	21.32	-0.28	397591.2817	5315644.0853	26.85	-0.09	2	75	0	71
397592.3387	5315644.269	14.4	-0.01	397592.1475	5315644.2321	22.79	-0.17	397591.9171	5315644.1877	27.29	-0.09	2	75	0	71
397592.7562	5315644.4073	13.39	0.0	397592.5669	5315644.3606	22.59	-0.17	397592.3387	5315644.3043	26.56	-0.08	2	75	0	71
397593.1702	5315644.5093	12.25	0.02	397592.9809	5315644.4626	20.2	-0.17	397592.7527	5315644.4064	25.85	-0.05	2	75	0	71
397593.5806	5315644.6802	14.09	-0.01	397593.3975	5315644.6156	22.18	-0.17	397593.177	5315644.5378	27.0	-0.06	2	75	0	71
397594.18	5315645.0303	12.82	-0.03	397594.0033	5315644.9479	23.94	-0.17	397593.7903	5315644.8485	28.46	-0.11	2	75	0	71
397594.7865	5315645.2793	12.47	0.02	397594.6064	5315645.2052	22.53	-0.15	397594.3893	5315645.1158	28.17	-0.08	2	75	0	71
397595.2245	5315645.4032	14.25	0.0	397595.041	5315645.3373	25.22	-0.16	397594.8198	5315645.2578	29.61	-0.09	2	75	0	71
397595.6591	5315645.5593	16.26	-0.03	397595.4756	5315645.4934	28.11	-0.19	397595.2545	5315645.414	31.16	-0.12	2	75	0	71
397596.0944	5315645.6917	14.78	-0.01	397595.9089	5315645.632	25.59	-0.16	397595.6853	5315645.5601	29.97	-0.08	2	75	0	71
397596.7956	5315645.8677	16.14	-0.01	397596.6081	5315645.8142	26.53	-0.17	397596.3821	5315645.7498	30.27	-0.09	2	75	0	71
397597.4958	5315646.0545	15.55	-0.02	397597.3074	5315646.0044	27.83	-0.18	397597.0803	5315645.9442	31.5	-0.11	2	75	0	71
397597.961	5315646.156	14.72	0.0	397597.7717	5315646.1094	26.29	-0.14	397597.5435	5315646.0533	30.9	-0.07	2	75	0	71
397598.4266	5315646.2705	16.81	-0.02	397598.2372	5315646.2239	28.3	-0.17	397598.009	5315646.1678	31.7	-0.08	2	75	0	71
397598.8922	5315646.4141	17.5	-0.03	397598.7051	5315646.3599	29.41	-0.19	397598.4796	5315646.2945	32.3	-0.11	2	75	0	71
397599.5817	5315646.6743	16.86	-0.01	397599.3968	5315646.6123	28.49	-0.16	397599.174	5315646.5377	32.14	-0.08	2	75	0	71
397600.27	5315646.9229	17.72	-0.02	397600.0868	5315646.8564	28.72	-0.16	397599.8659	5315646.7762	31.96	-0.08	2	75	0	71
397600.738	5315647.1239	17.14	-0.02	397600.5564	5315647.0528	29.54	-0.17	397600.3375	5315646.9672	32.74	-0.09	2	75	0	71
397601.2071	5315647.3074	15.92	0.0	397601.0255	5315647.2363	27.55	-0.17	397600.8066	5315647.1507	31.72	-0.07	2	75	0	71
397601.6746	5315647.5052	17.68	-0.03	397601.4945	5315647.4305	28.94	-0.18	397601.2775	5315647.3405	31.74	-0.08	2	75	0	71
397602.3679	5315647.8243	18.0	-0.05	397602.1893	5315647.746	29.99	-0.19	397601.9741	5315647.6515	32.0	-0.1	2	75	0	71
397603.0621	5315648.1333	16.46	-0.01	397602.884	5315648.0539	28.33	-0.15	397602.6694	5315647.9582	31.89	-0.07	2	75	0	71
397603.518	5315648.344	16.51	-0.01	397603.3403	5315648.2636	27.81	-0.16	397603.1263	5315648.1666	31.3	-0.07	2	75	0	71
397603.9744	5315648.5506	16.65	-0.02	397603.7968	5315648.4702	27.01	-0.17	397603.5827	5315648.3733	30.61	-0.09	2	75	0	71
397604.4337	5315648.7282	15.82	-0.01	397604.2531	5315648.6552	26.69	-0.19	397604.0354	5315648.5673	30.99	-0.07	2	75	0	71
397605.1573	5315648.9565	13.15	-0.03	397604.9737	5315648.8909	24.77	-0.16	397604.7523	5315648.8119	29.65	-0.08	2	75	0	71
397605.8768	5315649.2298	14.56	-0.02	397605.6947	5315649.1601	24.52	-0.16	397605.4753	5315649.0761	28.85	-0.08	2	75	0	71
397606.3377	5315649.435	15.29	-0.01	397606.1572	5315649.3611	25.5	-0.18	397605.9397	5315649.2722	29.71	-0.08	2	75	0	71
397606.7999	5315649.6241	12.94	-0.02	397606.6194	5315649.5502	23.32	-0.15	397606.4019	5315649.4613	28.36	-0.09	2	75	0	71
397607.2638	5315649.7882	13.55	0.0	397607.0809	5315649.7208	23.17	-0.15	397606.8605	5315649.6396	28.02	-0.06	2	75	0	71
397608.0001	5315650.0047	15.69	-0.02	397607.8149	5315649.9438	25.76	-0.17	397607.5916	5315649.8704	29.44	-0.08	2	75	0	71
397608.7342	5315650.2119	14.0	-0.01	397608.5464	5315650.1601	24.04	-0.16	397608.3202	5315650.0977	28.56	-0.11	2	75	0	71
397609.222	5315650.2875	13.1	0.0	397609.0317	5315650.2447	22.09	-0.15	397608.8024	5315650.1932	27.25	-0.07	2	75	0	71
397609.7103	5315650.3972	14.7	-0.01	397609.5201	5315650.3545	24.05	-0.18	397609.2908	5315650.3029	28.85	-0.08	2	75	0	71
397610.1992	5315650.5166	12.96	0.02	397610.0096	5315650.4713	23.6	-0.15	397609.781	5315650.4166	29.23	-0.1	2	75	0	71
397610.9479	5315650.716	13.09	0.0	397610.7589	5315650.6681	22.94	-0.16	397610.5311	5315650.6103	28.35	-0.07	2	75	0	71
397611.6964	5315650.913	15.42	-0.02	397611.5079	5315650.8632	24.84	-0.19	397611.2807	5315650.8031	29.48	-0.08	2	75	0	71
397612.1756	5315651.0522	12.47	-0.02	397611.9876	5315651.0004	24.61	-0.18	397611.761	5315650.938	29.49	-0.12	2	75	0	71
397612.6546	5315651.1841	13.31	0.0	397612.4666	5315651.1323	23.82	-0.16	397612.24	5315651.0699	29.06	-0.09	2	75	0	71
397613.1326	5315651.35	16.02	-0.02	397612.9475	5315651.2894	26.2	-0.22	397612.7244	5315651.2163	30.67	-0.11	2	75	0	71
397613.8332	5315651.652	13.68	-0.02	397613.651	5315651.5824	25.94	-0.18	397613.4315	5315651.4986	30.66	-0.14	2	75	0	71
397614.5358	5315651.903	12.88	0.0	397614.3521	5315651.8378	23.7	-0.16	397614.1307	5315651.7593	29.2	-0.11	2	75	0	71
397615.0267	5315652.0466	16.08	-0.02	397614.8414	5315651.9859	26.6	-0.19	397614.6181	5315651.9127	30.2	-0.12	2	75	0	71
397615.5167	5315652.2073	16.76	-0.05	397615.3314	5315652.1465	27.53	-0.22	397615.1081	5315652.0733	30.53	-0.15	2	75	0	71
397616.0053	5315652.39	14.46	-0.01	397615.8221	5315652.3235	25.02	-0.18	397615.6013	5315652.2434	29.65	-0.12	2	75	0	71
397616.7593	5315652.7132	13.57	-0.01	397616.5781	5315652.641	23.5	-0.19	397616.3598	5315652.554	28.22	-0.14	2	75	0	71
397617.515	5315653.0101	13.74	-0.02	397617.3334	5315652.939	23.44	-0.21	397617.1146	5315652.8533	27.71	-0.14	2	75	0	71
397618.0096	5315653.196	14.78	-0.01	397617.8276	5315653.126	24.71	-0.23	397617.6082	5315653.0416	29.19	-0.14	2	75	0	71
397618.5038	5315653.3862	13.4	-0.01	397618.3218	5315653.3162	23.66	-0.18	397618.1024	5315653.2318	28.59	-0.16	2	75	0	71
397618.999	5315653.5564	13.28	-0.02	397618.8152	5315653.4916	22.81	-0.21	397618.5937	5315653.4134	27.43	-0.14	2	75	0	71
397619.7483	5315653.7771	15.24	-0.02	397619.5626	5315653.7174	25.0	-0.23	397619.3389	5315653.6455	28.77	-0.14	2	75	0	71
397620.4948	5315654.0439	14.16	-0.03	397620.3117	5315653.9774	24.45	-0.22	397620.0909	5315653.8973	28.62	-0.17	2	75	0	71
397620.9711	5315654.264	13.87	-0.02	397620.7904	5315654.1907	22.85	-0.23	397620.5726	5315654.1024	27.68	-0.15	2	75	0	71
397621.4489	5315654.4578	14.96	-0.02	397621.2682	5315654.3845	24.89	-0.22	397621.0505	5315654.2962	28.68	-0.17	2	75	0	71
