X_int_1	Y_int_1	Cond.1[mS/m]	Inph.1[ppt]	X_int_2	Y_int_2	Cond.2[mS/m]	Inph.2[ppt]	X_int_3	Y_int_3	Cond.3[mS/m]	Inph.3[ppt]	Num fich	b et p	Base	Profil
397569.1018	5315706.5571	10.18	-0.02	397568.919	5315706.4893	16.48	-0.15	397568.6987	5315706.4075	21.85	-0.15	1	2	0	1
397570.0681	5315706.8832	10.17	-0.04	397569.8825	5315706.8238	16.59	-0.16	397569.659	5315706.7522	21.23	-0.13	1	2	0	1
397570.5019	5315706.9683	9.34	-0.09	397570.3137	5315706.9173	16.71	-0.19	397570.0869	5315706.8559	21.34	-0.2	1	2	0	1
397570.935	5315707.0856	9.6	-0.02	397570.7468	5315707.0346	15.04	-0.11	397570.52	5315706.9732	20.05	-0.09	1	2	0	1
397571.3676	5315707.2315	9.71	-0.02	397571.1817	5315707.173	14.47	-0.15	397570.9578	5315707.1026	19.35	-0.09	1	2	0	1
397572.0881	5315707.5194	8.98	-0.05	397571.9046	5315707.4534	14.57	-0.15	397571.6834	5315707.3739	18.84	-0.15	1	2	0	1
397572.8079	5315707.7935	8.44	-0.02	397572.6258	5315707.7237	13.28	-0.11	397572.4065	5315707.6396	17.74	-0.09	1	2	0	1
397573.2993	5315708.0089	8.12	-0.02	397573.1187	5315707.9353	12.91	-0.12	397572.9011	5315707.8467	17.25	-0.08	1	2	0	1
397573.792	5315708.2096	4.04	-0.08	397573.6114	5315708.1361	11.65	-0.19	397573.3938	5315708.0474	16.16	-0.16	1	2	0	1
397574.2861	5315708.3894	7.15	-0.01	397574.1035	5315708.3212	11.23	-0.07	397573.8834	5315708.2391	15.45	-0.07	1	2	0	1
397574.9491	5315708.5931	7.16	-0.01	397574.7645	5315708.5304	11.32	-0.1	397574.542	5315708.4548	15.59	-0.09	1	2	0	1
397575.6105	5315708.7847	6.63	-0.03	397575.4233	5315708.7307	11.44	-0.14	397575.1978	5315708.6657	15.8	-0.13	1	2	0	1
397576.088	5315708.8652	7.59	-0.01	397575.8983	5315708.82	11.24	-0.11	397575.6697	5315708.7656	15.48	-0.05	1	2	0	1
397576.5657	5315708.9789	6.06	-0.01	397576.376	5315708.9337	10.19	-0.08	397576.1474	5315708.8793	14.55	-0.07	1	2	0	1
397577.0436	5315709.1248	6.84	-0.02	397576.8563	5315709.0711	11.11	-0.12	397576.6306	5315709.0064	15.59	-0.07	1	2	0	1
397577.7654	5315709.3995	8.6	-0.02	397577.5806	5315709.3374	12.34	-0.13	397577.3578	5315709.2625	16.66	-0.09	1	2	0	1
397578.4869	5315709.645	6.4	-0.03	397578.3023	5315709.5821	11.46	-0.13	397578.0798	5315709.5063	15.79	-0.11	1	2	0	1
397578.9426	5315709.8052	5.88	-0.04	397578.7582	5315709.7416	10.79	-0.14	397578.5361	5315709.6649	15.51	-0.1	1	2	0	1
397579.3984	5315709.9626	7.7	-0.01	397579.2141	5315709.899	11.15	-0.14	397578.9919	5315709.8223	15.92	-0.07	1	2	0	1
397579.8541	5315710.1224	4.3	-0.05	397579.67	5315710.0581	10.78	-0.11	397579.4481	5315709.9807	15.42	-0.11	1	2	0	1
397580.548	5315710.3699	5.67	-0.02	397580.3641	5315710.305	10.77	-0.13	397580.1425	5315710.2267	15.52	-0.1	1	2	0	1
397581.2409	5315710.6295	8.15	-0.02	397581.0585	5315710.5608	12.36	-0.12	397580.8386	5315710.478	16.85	-0.08	1	2	0	1
397581.7364	5315710.843	7.91	-0.02	397581.5554	5315710.7706	12.45	-0.12	397581.3372	5315710.6832	17.0	-0.12	1	2	0	1
397582.233	5315711.0419	7.53	-0.01	397582.0519	5315710.9694	12.08	-0.12	397581.8338	5315710.882	17.07	-0.11	1	2	0	1
397582.7292	5315711.244	9.24	-0.03	397582.5485	5315711.1707	13.92	-0.13	397582.3308	5315711.0823	18.15	-0.12	1	2	0	1
397583.4133	5315711.5288	8.29	-0.03	397583.233	5315711.4546	13.57	-0.16	397583.0156	5315711.3652	18.11	-0.18	1	2	0	1
397584.0983	5315711.8049	8.67	-0.02	397583.9174	5315711.7321	13.72	-0.13	397583.6994	5315711.6444	18.3	-0.13	1	2	0	1
397584.559	5315711.9805	10.2	-0.03	397584.3775	5315711.9091	14.98	-0.16	397584.1588	5315711.8231	18.91	-0.13	1	2	0	1
397585.0191	5315712.1616	10.37	-0.04	397584.8377	5315712.0902	14.85	-0.15	397584.619	5315712.0042	18.57	-0.15	1	2	0	1
397585.4807	5315712.307	9.18	-0.02	397585.2961	5315712.2449	13.47	-0.13	397585.0736	5315712.1701	17.4	-0.12	1	2	0	1
397586.1734	5315712.4655	9.5	-0.03	397585.9857	5315712.4128	13.49	-0.15	397585.7594	5315712.3492	17.58	-0.11	1	2	0	1
397586.8648	5315712.6676	2.89	-0.1	397586.6776	5315712.6128	11.88	-0.19	397586.4521	5315712.5468	16.71	-0.18	1	2	0	1
397587.3472	5315712.8225	6.84	-0.02	397587.1606	5315712.7657	11.76	-0.1	397586.9359	5315712.6971	16.2	-0.06	1	2	0	1
397587.8296	5315712.9696	8.35	0.0	397587.643	5315712.9128	12.49	-0.11	397587.4183	5315712.8442	16.81	-0.07	1	2	0	1
397588.3072	5315713.1713	7.1	-0.03	397588.1262	5315713.1004	12.29	-0.14	397587.908	5315713.0149	16.51	-0.13	1	2	0	1
397588.9848	5315713.5561	7.22	-0.01	397588.8092	5315713.4711	11.55	-0.09	397588.5977	5315713.3688	15.77	-0.07	1	2	0	1
397589.6719	5315713.8308	8.38	-0.01	397589.4908	5315713.7601	12.48	-0.1	397589.2726	5315713.675	16.29	-0.09	1	2	0	1
397590.1498	5315713.9183	8.53	-0.02	397589.9632	5315713.8619	12.49	-0.12	397589.7382	5315713.7939	16.42	-0.11	1	2	0	1
397590.6229	5315714.0613	8.01	-0.02	397590.4363	5315714.0049	12.07	-0.12	397590.2113	5315713.9369	16.38	-0.08	1	2	0	1
397591.0955	5315714.222	8.47	-0.02	397590.9104	5315714.161	12.58	-0.13	397590.6873	5315714.0874	17.14	-0.11	1	2	0	1
397591.7721	5315714.4822	7.48	-0.02	397591.5885	5315714.4165	12.54	-0.14	397591.3672	5315714.3373	17.46	-0.14	1	2	0	1
397592.4492	5315714.7249	7.9	-0.02	397592.2656	5315714.6591	12.66	-0.15	397592.0444	5315714.5798	17.34	-0.12	1	2	0	1
397592.9149	5315714.8925	9.48	-0.03	397592.7314	5315714.8266	13.83	-0.14	397592.5102	5315714.7472	17.8	-0.13	1	2	0	1
397593.3807	5315715.0597	8.51	-0.02	397593.1972	5315714.9938	13.4	-0.14	397592.976	5315714.9144	17.66	-0.15	1	2	0	1
397593.847	5315715.2159	7.92	-0.01	397593.6624	5315715.1529	12.57	-0.12	397593.4401	5315715.077	17.18	-0.1	1	2	0	1
397594.6046	5315715.4504	9.08	-0.02	397594.4191	5315715.3902	13.68	-0.12	397594.1955	5315715.3178	18.09	-0.09	1	2	0	1
397595.3596	5315715.7259	8.09	-0.02	397595.177	5315715.658	13.42	-0.15	397594.957	5315715.5762	17.93	-0.14	1	2	0	1
397595.8102	5315715.9465	8.42	-0.01	397595.6305	5315715.8708	12.89	-0.12	397595.4139	5315715.7796	17.73	-0.11	1	2	0	1
397596.2629	5315716.137	7.98	-0.01	397596.0831	5315716.0614	12.87	-0.12	397595.8665	5315715.9702	17.65	-0.12	1	2	0	1
397596.7176	5315716.2992	7.58	-0.01	397596.5351	5315716.2309	12.77	-0.15	397596.3152	5315716.1485	17.59	-0.15	1	2	0	1
397597.3794	5315716.488	8.59	-0.02	397597.1942	5315716.427	13.24	-0.14	397596.971	5315716.3535	18.04	-0.12	1	2	0	1
397598.0393	5315716.693	8.26	-0.02	397597.8531	5315716.6352	13.33	-0.14	397597.6287	5315716.5656	18.22	-0.14	1	2	0	1
397598.4867	5315716.8113	8.3	-0.01	397598.2995	5315716.7567	13.44	-0.15	397598.0739	5315716.6909	18.27	-0.17	1	2	0	1
397598.9338	5315716.9417	9.64	-0.03	397598.7466	5315716.8871	14.57	-0.15	397598.521	5315716.8213	19.3	-0.13	1	2	0	1
397599.381	5315717.0729	8.72	-0.02	397599.1939	5315717.0181	14.13	-0.13	397598.9683	5315716.952	19.33	-0.14	1	2	0	1
397600.0873	5315717.2817	8.0	-0.02	397599.9002	5315717.2266	13.48	-0.16	397599.6748	5315717.1603	18.71	-0.15	1	2	0	1
397600.7916	5315717.5271	9.39	-0.03	397600.608	5315717.4623	13.73	-0.18	397600.3867	5315717.3842	18.9	-0.13	1	2	0	1
397601.2189	5315717.7425	8.54	-0.03	397601.0388	5315717.6679	14.43	-0.14	397600.8216	5315717.578	19.37	-0.15	1	2	0	1
397601.6483	5315717.9203	6.05	-0.04	397601.4681	5315717.8457	13.43	-0.17	397601.251	5315717.7558	18.67	-0.17	1	2	0	1
397602.0796	5315718.0634	9.17	-0.03	397601.8962	5315717.9978	14.47	-0.15	397601.6752	5315717.9187	19.65	-0.14	1	2	0	1
397602.7826	5315718.2414	8.12	-0.02	397602.596	5315718.1848	13.98	-0.14	397602.3711	5315718.1165	19.39	-0.13	1	2	0	1
397603.4834	5315718.462	7.42	-0.05	397603.2975	5315718.4033	14.28	-0.21	397603.0734	5315718.3326	19.83	-0.21	1	2	0	1
397603.9371	5315718.6189	9.42	-0.02	397603.7518	5315718.5581	14.66	-0.16	397603.5286	5315718.4848	19.96	-0.13	1	2	0	1
397604.391	5315718.7679	8.59	-0.02	397604.2057	5315718.7071	14.07	-0.14	397603.9824	5315718.6338	19.31	-0.14	1	2	0	1
397604.8446	5315718.9238	9.02	-0.03	397604.6599	5315718.8612	14.85	-0.18	397604.4374	5315718.7857	20.09	-0.18	1	2	0	1
397605.4993	5315719.1602	9.55	-0.02	397605.3152	5315719.0958	15.2	-0.15	397605.0935	5315719.0181	20.32	-0.14	1	2	0	1
397606.1547	5315719.3654	10.01	-0.03	397605.9687	5315719.3073	15.83	-0.16	397605.7445	5315719.2373	20.81	-0.17	1	2	0	1
397606.6239	5315719.4701	9.66	-0.04	397606.4359	5315719.4184	15.78	-0.21	397606.2093	5315719.356	20.63	-0.19	1	2	0	1
397607.0928	5315719.5991	9.76	-0.04	397606.9047	5315719.5473	14.79	-0.18	397606.6782	5315719.485	19.57	-0.13	1	2	0	1
397607.5613	5315719.75	10.26	-0.05	397607.3751	5315719.6925	15.22	-0.19	397607.1506	5315719.6232	19.3	-0.13	1	2	0	1
397608.2635	5315720.0128	8.9	-0.07	397608.079	5315719.9495	14.65	-0.23	397607.8567	5315719.8733	19.37	-0.21	1	2	0	1
397608.9634	5315720.2829	8.9	-0.03	397608.7819	5315720.2121	13.69	-0.17	397608.5631	5315720.1268	18.7	-0.11	1	2	0	1
397609.3972	5315720.5033	9.84	-0.05	397609.2186	5315720.4251	14.56	-0.18	397609.0034	5315720.3307	19.31	-0.13	1	2	0	1
397609.8335	5315720.6946	7.89	-0.06	397609.6549	5315720.6163	14.2	-0.21	397609.4397	5315720.5219	19.16	-0.2	1	2	0	1
397610.2708	5315720.8772	9.08	-0.03	397610.0913	5315720.8011	14.09	-0.15	397609.8749	5315720.7094	18.88	-0.11	1	2	0	1
397610.9543	5315721.1479	8.18	-0.03	397610.7738	5315721.0741	13.47	-0.16	397610.5563	5315720.985	18.22	-0.12	1	2	0	1
397611.6385	5315721.3819	8.07	-0.02	397611.4541	5315721.3199	13.55	-0.17	397611.2318	5315721.2452	18.2	-0.16	1	2	0	1
397612.0948	5315721.4576	8.69	-0.02	397611.9064	5315721.4074	13.6	-0.12	397611.6793	5315721.3469	18.33	-0.12	1	2	0	1
397612.5493	5315721.5787	8.75	-0.01	397612.3609	5315721.5285	14.0	-0.13	397612.1338	5315721.468	18.62	-0.11	1	2	0	1
397613.004	5315721.7102	8.5	-0.03	397612.8163	5315721.6572	13.75	-0.18	397612.5902	5315721.5934	18.59	-0.16	1	2	0	1
397613.6642	5315721.9174	8.61	-0.02	397613.4774	5315721.8617	13.53	-0.13	397613.2522	5315721.7946	18.22	-0.12	1	2	0	1
397614.3244	5315722.1162	9.44	-0.03	397614.1377	5315722.06	14.43	-0.15	397613.9127	5315721.9922	19.35	-0.14	1	2	0	1
397614.7793	5315722.2566	10.17	-0.04	397614.5927	5315722.1998	15.37	-0.17	397614.3679	5315722.1314	20.02	-0.15	1	2	0	1
397615.2342	5315722.395	10.86	-0.05	397615.0477	5315722.3382	15.87	-0.17	397614.8229	5315722.2698	20.48	-0.13	1	2	0	1
397615.6869	5315722.5703	10.41	-0.04	397615.5038	5315722.504	16.22	-0.16	397615.2832	5315722.4241	21.07	-0.14	1	2	0	1
397616.2964	5315722.8659	11.8	-0.05	397616.1167	5315722.7899	17.58	-0.19	397615.9003	5315722.6985	22.07	-0.15	1	2	0	1
397616.9089	5315723.1171	12.38	-0.05	397616.7285	5315723.043	17.71	-0.17	397616.5111	5315722.9538	22.24	-0.12	1	2	0	1
397617.3357	5315723.2795	11.56	-0.05	397617.1545	5315723.2073	18.04	-0.18	397616.9362	5315723.1204	22.47	-0.15	1	2	0	1
397617.7618	5315723.4492	9.63	-0.08	397617.5806	5315723.3771	17.32	-0.24	397617.3623	5315723.2901	22.53	-0.21	1	2	0	1
397618.1884	5315723.56	12.56	-0.05	397618.0025	5315723.5034	17.66	-0.17	397617.7785	5315723.4351	22.17	-0.11	1	2	0	1
397618.6291	5315723.596	12.11	-0.07	397618.4384	5315723.5549	17.6	-0.19	397618.2087	5315723.5053	21.67	-0.15	1	2	0	1
397619.0691	5315723.691	12.42	-0.08	397618.8785	5315723.6498	17.56	-0.24	397618.6488	5315723.6003	21.92	-0.19	1	2	0	1
397619.5093	5315723.8366	11.82	-0.05	397619.3226	5315723.7821	16.9	-0.18	397619.0976	5315723.7164	21.44	-0.12	1	2	0	1
397620.1616	5315724.1295	11.06	-0.04	397619.9788	5315724.0616	16.6	-0.16	397619.7585	5315723.9798	21.47	-0.12	1	2	0	1
397620.8145	5315724.3338	10.94	-0.06	397620.6286	5315724.2758	17.08	-0.2	397620.4045	5315724.2061	21.93	-0.16	1	2	0	1
397621.4608	5315724.4594	12.71	-0.05	397621.2718	5315724.4115	17.84	-0.15	397621.044	5315724.3538	22.37	-0.11	1	2	0	1
397622.105	5315724.6012	12.62	-0.05	397621.9147	5315724.5592	18.12	-0.18	397621.6853	5315724.5086	22.8	-0.1	1	2	0	1
397622.5617	5315724.6657	12.58	-0.05	397622.3701	5315724.6296	18.42	-0.2	397622.1392	5315724.5861	23.38	-0.13	1	2	0	1
397623.02	5315724.7521	11.75	-0.04	397622.8284	5315724.716	17.0	-0.23	397622.5975	5315724.6725	22.99	-0.1	1	2	0	1
397623.4783	5315724.8385	11.72	-0.09	397623.2867	5315724.8024	18.72	-0.21	397623.0557	5315724.7589	23.94	-0.12	1	2	0	1
397624.8531	5315725.0977	7.42	-0.14	397624.6615	5315725.0616	18.35	-0.28	397624.4305	5315725.0181	24.05	-0.26	1	2	0	1
397625.0735	5315725.1095	9.08	-0.07	397625.2505	5315725.1913	17.82	-0.16	397625.4639	5315725.2899	23.71	-0.16	1	3	0	2
397624.3245	5315724.7658	7.79	-0.04	397624.5018	5315724.847	16.47	-0.15	397624.7154	5315724.9449	23.1	-0.15	1	3	0	2
397623.947	5315724.597	11.46	-0.03	397624.1246	5315724.6776	18.16	-0.19	397624.3386	5315724.7748	23.73	-0.14	1	3	0	2
397623.5699	5315724.4258	10.27	-0.03	397623.7474	5315724.5064	17.52	-0.15	397623.9614	5315724.6036	22.69	-0.15	1	3	0	2
397623.1893	5315724.3053	9.99	-0.04	397623.3717	5315724.3728	17.3	-0.16	397623.5915	5315724.4542	22.17	-0.14	1	3	0	2
397622.5122	5315724.1604	12.78	-0.05	397622.6995	5315724.2148	18.04	-0.17	397622.9251	5315724.2804	22.63	-0.12	1	3	0	2
397621.8392	5315723.9424	10.57	-0.05	397622.0246	5315724.0026	17.09	-0.15	397622.248	5315724.0752	21.65	-0.12	1	3	0	2
397621.4044	5315723.7628	9.55	-0.05	397621.5878	5315723.829	16.13	-0.2	397621.8089	5315723.9087	20.72	-0.15	1	3	0	2
397620.9689	5315723.6058	9.74	-0.06	397621.1524	5315723.6719	15.3	-0.2	397621.3734	5315723.7517	20.23	-0.12	1	3	0	2
397620.5367	5315723.4175	8.73	-0.06	397620.7169	5315723.4917	15.21	-0.15	397620.934	5315723.581	19.82	-0.11	1	3	0	2
397620.1184	5315723.1904	9.56	-0.06	397620.2952	5315723.2726	15.36	-0.16	397620.5083	5315723.3716	20.04	-0.12	1	3	0	2
397619.6967	5315722.9946	11.66	-0.05	397619.8735	5315723.0767	16.51	-0.16	397620.0867	5315723.1757	21.14	-0.13	1	3	0	2
397619.272	5315722.8261	10.4	-0.03	397619.4518	5315722.9012	16.11	-0.15	397619.6684	5315722.9918	21.03	-0.13	1	3	0	2
397618.6168	5315722.61	10.83	-0.05	397618.7995	5315722.6782	16.8	-0.2	397619.0197	5315722.7604	21.24	-0.16	1	3	0	2
397617.9666	5315722.3475	11.58	-0.04	397618.1473	5315722.4206	16.39	-0.2	397618.3651	5315722.5086	20.96	-0.13	1	3	0	2
397617.5164	5315722.1312	10.02	-0.03	397617.6951	5315722.2091	15.73	-0.14	397617.9105	5315722.3031	20.55	-0.12	1	3	0	2
397617.0643	5315721.9339	8.73	-0.03	397617.2431	5315722.0119	15.07	-0.17	397617.4584	5315722.1059	20.25	-0.16	1	3	0	2
397616.6125	5315721.7348	10.78	-0.02	397616.791	5315721.8133	16.34	-0.14	397617.0062	5315721.9078	21.15	-0.13	1	3	0	2
397615.9723	5315721.4495	11.23	-0.04	397616.1506	5315721.5285	16.59	-0.16	397616.3655	5315721.6236	21.13	-0.14	1	3	0	2
397615.3294	5315721.192	11.42	-0.05	397615.5104	5315721.2643	16.92	-0.18	397615.7285	5315721.3514	21.41	-0.16	1	3	0	2
397614.6593	5315720.9795	11.57	-0.04	397614.8429	5315721.0451	16.91	-0.18	397615.0642	5315721.1241	21.7	-0.15	1	3	0	2
397613.9922	5315720.7313	10.22	-0.04	397614.1749	5315720.7994	16.2	-0.16	397614.3951	5315720.8815	21.48	-0.17	1	3	0	2
397613.568	5315720.5565	10.12	-0.04	397613.7497	5315720.6271	16.33	-0.18	397613.9688	5315720.7122	21.85	-0.2	1	3	0	2
397613.143	5315720.3914	11.28	-0.05	397613.3248	5315720.462	16.78	-0.2	397613.5438	5315720.5471	22.33	-0.18	1	3	0	2
397612.7168	5315720.2624	8.87	-0.04	397612.9017	5315720.3236	16.05	-0.17	397613.1245	5315720.3973	21.75	-0.18	1	3	0	2
397612.0582	5315720.1176	8.53	-0.07	397612.2462	5315720.1694	15.98	-0.24	397612.4728	5315720.2317	21.71	-0.25	1	3	0	2
397611.405	5315719.8757	11.01	-0.04	397611.5872	5315719.9432	15.85	-0.27	397611.8067	5315720.0246	22.07	-0.2	1	3	0	2
397610.991	5315719.6172	7.84	-0.07	397611.1673	5315719.7005	16.15	-0.18	397611.3798	5315719.8008	21.39	-0.23	1	3	0	2
397610.5728	5315719.4197	9.19	-0.07	397610.7491	5315719.5029	16.12	-0.25	397610.9616	5315719.6033	21.41	-0.27	1	3	0	2
397610.1528	5315719.2354	11.55	-0.04	397610.3306	5315719.3153	16.96	-0.21	397610.5449	5315719.4116	22.11	-0.23	1	3	0	2
397609.7284	5315719.0683	8.13	-0.09	397609.9077	5315719.1448	16.15	-0.24	397610.1239	5315719.2371	21.43	-0.3	1	3	0	2
397609.3058	5315718.8879	4.89	-0.14	397609.4851	5315718.9644	14.57	-0.36	397609.7013	5315719.0567	21.02	-0.39	1	3	0	2
397608.8829	5315718.7095	10.07	-0.01	397609.0625	5315718.7856	15.72	-0.18	397609.2789	5315718.8772	21.37	-0.22	1	3	0	2
397608.2153	5315718.4313	7.88	-0.02	397608.3951	5315718.5068	14.52	-0.17	397608.6118	5315718.5978	20.27	-0.22	1	3	0	2
397607.5458	5315718.2004	7.04	-0.04	397607.73	5315718.263	14.26	-0.22	397607.9519	5315718.3385	20.2	-0.26	1	3	0	2
397607.1103	5315718.1353	9.73	-0.02	397607.2989	5315718.1851	15.51	-0.21	397607.5261	5315718.2451	21.09	-0.21	1	3	0	2
397606.6769	5315718.0209	8.82	-0.04	397606.8655	5315718.0707	15.5	-0.18	397607.0927	5315718.1307	21.0	-0.23	1	3	0	2
397606.2434	5315717.8905	8.81	-0.04	397606.4307	5315717.9445	15.66	-0.24	397606.6565	5315718.0096	21.47	-0.27	1	3	0	2
397605.5709	5315717.6639	10.79	-0.04	397605.757	5315717.7222	16.5	-0.22	397605.9813	5315717.7924	21.71	-0.22	1	3	0	2
397604.8996	5315717.4316	8.32	-0.06	397605.0837	5315717.4956	15.62	-0.21	397605.3056	5315717.5726	20.95	-0.27	1	3	0	2
397604.4322	5315717.2309	6.52	-0.08	397604.6144	5315717.3005	14.09	-0.26	397604.8339	5315717.3844	19.71	-0.24	1	3	0	2
397603.9638	5315717.052	9.73	-0.03	397604.146	5315717.1216	14.59	-0.17	397604.3655	5315717.2055	19.82	-0.13	1	3	0	2
397603.4951	5315716.8767	7.53	-0.03	397603.6776	5315716.9453	13.65	-0.14	397603.8976	5315717.0281	18.82	-0.16	1	3	0	2
397602.8834	5315716.6539	7.35	-0.02	397603.0662	5315716.7216	13.43	-0.16	397603.2866	5315716.8032	18.94	-0.17	1	3	0	2
397602.2711	5315716.4472	9.21	-0.01	397602.4557	5315716.5098	14.4	-0.14	397602.6782	5315716.5852	20.02	-0.12	1	3	0	2
397601.647	5315716.2752	7.01	-0.04	397601.8333	5315716.3325	14.23	-0.15	397602.0579	5315716.4017	19.88	-0.15	1	3	0	2
397601.0255	5315716.051	4.18	-0.1	397601.2089	5315716.1167	12.85	-0.25	397601.4299	5315716.196	19.11	-0.21	1	3	0	2
397600.6108	5315715.8474	9.29	-0.01	397600.7911	5315715.9215	14.08	-0.18	397601.0085	5315716.0109	19.77	-0.13	1	3	0	2
397600.1942	5315715.6761	4.8	-0.09	397600.3745	5315715.7502	14.06	-0.17	397600.5919	5315715.8396	19.19	-0.18	1	3	0	2
397599.7758	5315715.5532	3.09	-0.09	397599.9604	5315715.6147	12.29	-0.22	397600.1828	5315715.6888	17.79	-0.2	1	3	0	2
397599.3341	5315715.4876	8.83	-0.01	397599.5229	5315715.5365	13.18	-0.18	397599.7504	5315715.5954	18.78	-0.13	1	3	0	2
397598.8942	5315715.3737	6.09	-0.04	397599.083	5315715.4226	13.58	-0.13	397599.3105	5315715.4815	19.14	-0.17	1	3	0	2
397598.4548	5315715.2255	4.89	-0.07	397598.6408	5315715.2834	12.88	-0.24	397598.8649	5315715.3531	18.52	-0.2	1	3	0	2
397597.8374	5315714.9655	9.74	-0.02	397598.0205	5315715.0324	14.24	-0.16	397598.2413	5315715.113	18.99	-0.13	1	3	0	2
397597.2195	5315714.7377	7.58	-0.02	397597.4025	5315714.8051	13.31	-0.13	397597.623	5315714.8864	17.81	-0.12	1	3	0	2
397596.7658	5315714.5667	6.12	-0.03	397596.9485	5315714.6347	12.03	-0.16	397597.1688	5315714.7166	17.14	-0.14	1	3	0	2
397596.3119	5315714.3978	7.91	0.0	397596.4947	5315714.4658	12.35	-0.12	397596.7149	5315714.5477	17.3	-0.09	1	3	0	2
397595.8582	5315714.227	5.14	-0.04	397596.0408	5315714.2955	11.62	-0.14	397596.2608	5315714.378	16.69	-0.14	1	3	0	2
397595.167	5315713.9636	5.67	-0.04	397595.3494	5315714.0326	11.56	-0.14	397595.5692	5315714.1157	16.54	-0.1	1	3	0	2
397594.4748	5315713.7175	8.79	0.0	397594.6586	5315713.7825	13.32	-0.1	397594.8801	5315713.8608	17.76	-0.09	1	3	0	2
397593.7709	5315713.5016	8.04	0.0	397593.9561	5315713.5625	13.1	-0.11	397594.1794	5315713.636	17.72	-0.11	1	3	0	2
397593.0678	5315713.2733	7.18	0.0	397593.2533	5315713.3334	11.83	-0.13	397593.4768	5315713.4059	17.03	-0.1	1	3	0	2
397592.6164	5315713.1322	8.51	-0.01	397592.8021	5315713.1916	13.2	-0.14	397593.026	5315713.2631	17.96	-0.12	1	3	0	2
397592.1651	5315712.9881	6.68	-0.07	397592.3508	5315713.0474	13.63	-0.23	397592.5747	5315713.1189	18.3	-0.22	1	3	0	2
397591.7146	5315712.8273	8.7	-0.04	397591.8988	5315712.8909	13.78	-0.17	397592.1209	5315712.9677	18.5	-0.13	1	3	0	2
397591.0326	5315712.5567	9.11	-0.02	397591.2154	5315712.6247	13.71	-0.15	397591.4357	5315712.7066	18.56	-0.1	1	3	0	2
397590.3505	5315712.2957	5.85	-0.04	397590.5326	5315712.3655	12.46	-0.17	397590.752	5315712.4496	17.71	-0.17	1	3	0	2
397589.8944	5315712.1082	7.75	-0.01	397590.0758	5315712.1799	12.42	-0.13	397590.2944	5315712.2662	17.59	-0.09	1	3	0	2
397589.4378	5315711.9279	7.25	-0.03	397589.6192	5315711.9995	13.0	-0.14	397589.8377	5315712.0858	18.0	-0.1	1	3	0	2
397588.9798	5315711.7831	5.86	-0.05	397589.1643	5315711.8455	12.46	-0.2	397589.3866	5315711.9206	17.44	-0.18	1	3	0	2
397588.5296	5315711.6918	8.44	0.0	397588.7173	5315711.7449	12.95	-0.1	397588.9434	5315711.8088	17.54	-0.08	1	3	0	2
397588.0809	5315711.5649	8.25	0.0	397588.2686	5315711.618	13.17	-0.09	397588.4947	5315711.6819	17.79	-0.08	1	3	0	2
397587.6322	5315711.4336	7.38	0.0	397587.8195	5315711.4879	12.75	-0.13	397588.0453	5315711.5532	17.74	-0.11	1	3	0	2
397586.9744	5315711.2345	8.01	0.0	397587.1614	5315711.2899	12.52	-0.13	397587.3867	5315711.3566	17.53	-0.09	1	3	0	2
397586.3173	5315711.0184	7.75	-0.01	397586.5024	5315711.0794	13.29	-0.1	397586.7255	5315711.1528	18.01	-0.09	1	3	0	2
397585.857	5315710.83	4.54	-0.06	397586.0403	5315710.8965	12.6	-0.19	397586.2613	5315710.9766	17.8	-0.17	1	3	0	2
397585.3961	5315710.6628	9.61	-0.01	397585.5794	5315710.7293	13.24	-0.14	397585.8003	5315710.8094	17.86	-0.09	1	3	0	2
397584.9397	5315710.4569	7.32	-0.03	397585.1188	5315710.5333	13.46	-0.11	397585.3347	5315710.6253	17.59	-0.09	1	3	0	2
397584.317	5315710.1089	6.17	-0.04	397584.4919	5315710.1951	13.14	-0.14	397584.7026	5315710.299	17.6	-0.12	1	3	0	2
397583.6855	5315709.8328	8.6	0.01	397583.8641	5315709.9106	13.03	-0.11	397584.0793	5315710.0043	17.79	-0.1	1	3	0	2
397583.2685	5315709.7091	6.73	-0.01	397583.4508	5315709.7784	12.57	-0.1	397583.6704	5315709.862	17.09	-0.1	1	3	0	2
397582.8557	5315709.5521	6.67	-0.03	397583.038	5315709.6214	12.24	-0.16	397583.2576	5315709.705	16.66	-0.14	1	3	0	2
397582.4419	5315709.4244	8.93	-0.01	397582.6267	5315709.4861	12.77	-0.14	397582.8494	5315709.5604	17.24	-0.1	1	3	0	2
397581.7397	5315709.2516	5.05	-0.07	397581.927	5315709.3056	12.0	-0.14	397582.1528	5315709.3707	16.5	-0.15	1	3	0	2
397581.0391	5315709.0275	5.32	-0.05	397581.2246	5315709.0873	11.34	-0.17	397581.4482	5315709.1593	16.12	-0.15	1	3	0	2
397580.6367	5315708.8616	7.94	0.0	397580.8203	5315708.9272	11.99	-0.1	397581.0416	5315709.0062	16.32	-0.09	1	3	0	2
397580.2337	5315708.7178	6.55	-0.03	397580.4174	5315708.7834	11.77	-0.14	397580.6387	5315708.8624	16.35	-0.13	1	3	0	2
397579.8346	5315708.6499	6.86	-0.02	397580.0231	5315708.6951	11.44	-0.12	397580.2503	5315708.7496	16.22	-0.08	1	3	0	2
